,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,hour
0,04/24/2022,1900-01-01 15:35:00,MANHATTAN,10019.0,40.767242,-73.986206,"(40.767242, -73.986206)",WEST 56 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4521853,Station Wagon/Sport Utility Vehicle,Bike,,,,15
1,04/07/2022,1900-01-01 14:14:00,MANHATTAN,10017.0,40.748158,-73.97033,"(40.748158, -73.97033)",1 AVENUE,EAST 41 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4522242,Sedan,Station Wagon/Sport Utility Vehicle,,,,14
2,03/26/2022,1900-01-01 01:02:00,MANHATTAN,10025.0,40.797836,-73.96946,"(40.797836, -73.96946)",WEST 101 STREET,BROADWAY,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4513935,Sedan,Moped,,,,1
3,03/21/2022,1900-01-01 12:05:00,MANHATTAN,10018.0,40.75632,-73.999275,"(40.75632, -73.999275)",,,515       WEST 36 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4514237,Motorcycle,Sedan,,,,12
4,03/26/2022,1900-01-01 01:45:00,MANHATTAN,10065.0,40.761486,-73.96061,"(40.761486, -73.96061)",EAST 62 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4513985,Sedan,Sedan,,,,1
5,03/26/2022,1900-01-01 08:21:00,MANHATTAN,10032.0,40.833786,-73.94037,"(40.833786, -73.94037)",SAINT NICHOLAS AVENUE,WEST 159 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513564,Box Truck,Station Wagon/Sport Utility Vehicle,,,,8
6,03/26/2022,1900-01-01 13:48:00,MANHATTAN,10032.0,40.835037,-73.93979,"(40.835037, -73.93979)",,,1016      SAINT NICHOLAS AVENUE,1,0,1,0,0,0,0,0,,,,,,4513565,,,,,,13
7,03/26/2022,1900-01-01 23:17:00,MANHATTAN,10002.0,40.72224,-73.9863,"(40.72224, -73.9863)",ESSEX STREET,EAST HOUSTON STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4513887,Station Wagon/Sport Utility Vehicle,Sedan,,,,23
8,03/16/2022,1900-01-01 15:44:00,MANHATTAN,10017.0,,,,49 street,5 avenue,,1,0,1,0,0,0,0,0,Unspecified,,,,,4514194,Bike,,,,,15
9,03/26/2022,1900-01-01 19:50:00,MANHATTAN,10012.0,40.730145,-73.99781,"(40.730145, -73.99781)",,,60        WASHINGTON SQUARE SOUTH,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4513735,E-Bike,BOX VAN,,,,19
10,03/20/2022,1900-01-01 10:34:00,MANHATTAN,10024.0,40.778805,-73.974075,"(40.778805, -73.974075)",WEST 76 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4514302,Sedan,,,,,10
11,03/26/2022,1900-01-01 14:54:00,MANHATTAN,10001.0,40.747894,-73.989174,"(40.747894, -73.989174)",AVENUE OF THE AMERICAS,WEST 31 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4513708,Sedan,Taxi,,,,14
12,03/26/2022,1900-01-01 02:10:00,MANHATTAN,10018.0,40.754707,-73.99164,"(40.754707, -73.99164)",WEST 38 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4513739,Bike,,,,,2
13,03/25/2022,1900-01-01 21:35:00,MANHATTAN,10035.0,40.798286,-73.938705,"(40.798286, -73.938705)",,,231       EAST 117 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4514155,Taxi,Sedan,,,,21
14,03/05/2022,1900-01-01 14:52:00,MANHATTAN,10035.0,40.799484,-73.92929,"(40.799484, -73.92929)",,,30        PALADINO AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4514151,Sedan,,,,,14
15,03/26/2022,1900-01-01 18:19:00,MANHATTAN,10019.0,40.766502,-73.99418,"(40.766502, -73.99418)",WEST 51 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514070,Sedan,,,,,18
16,03/26/2022,1900-01-01 14:30:00,MANHATTAN,10018.0,40.7514,-73.983765,"(40.7514, -73.983765)",,,25        WEST 38 STREET,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4513714,Bike,,,,,14
17,03/26/2022,1900-01-01 08:50:00,MANHATTAN,10035.0,40.80765,-73.939255,"(40.80765, -73.939255)",EAST 128 STREET,MADISON AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4514157,Sedan,Taxi,,,,8
18,03/26/2022,1900-01-01 02:01:00,MANHATTAN,10033.0,40.85019,-73.939644,"(40.85019, -73.939644)",WEST 180 STREET,PINEHURST AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513779,Sedan,Sedan,,,,2
19,03/24/2022,1900-01-01 09:36:00,MANHATTAN,10069.0,40.7802,-73.98755,"(40.7802, -73.98755)",WEST 71 STREET,RIVERSIDE BOULEVARD,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,4514303,Sedan,Sedan,Sedan,,,9
20,03/22/2022,1900-01-01 17:44:00,MANHATTAN,10024.0,40.783146,-73.97833,"(40.783146, -73.97833)",AMSTERDAM AVENUE,WEST 79 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4514301,Bike,Sedan,,,,17
21,03/25/2022,1900-01-01 16:49:00,MANHATTAN,10035.0,40.8037,-73.93582,"(40.8037, -73.93582)",3 AVENUE,EAST 125 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Traffic Control Disregarded,,,,4514154,Station Wagon/Sport Utility Vehicle,Bus,,,,16
22,03/20/2022,1900-01-01 23:47:00,MANHATTAN,10031.0,40.818474,-73.95332,"(40.818474, -73.95332)",,,508       WEST 134 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,,,4514398,Sedan,Station Wagon/Sport Utility Vehicle,,,,23
23,03/26/2022,1900-01-01 02:34:00,MANHATTAN,10039.0,40.82803,-73.934845,"(40.82803, -73.934845)",WEST 155 STREET,MACOMBS PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4514079,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2
24,03/26/2022,1900-01-01 05:43:00,MANHATTAN,10002.0,,,,GRAND STREET,essex street,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4514227,Sedan,,,,,5
25,03/26/2022,1900-01-01 16:38:00,MANHATTAN,10018.0,40.75265,-73.99056,"(40.75265, -73.99056)",,,223       WEST 36 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4513711,Sedan,,,,,16
26,03/14/2022,1900-01-01 14:05:00,MANHATTAN,10036.0,40.756035,-73.98695,"(40.756035, -73.98695)",7 AVENUE,WEST 42 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4514276,Sedan,Bike,,,,14
27,03/26/2022,1900-01-01 11:20:00,MANHATTAN,10075.0,40.771946,-73.952995,"(40.771946, -73.952995)",,,1501      1 AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4513993,Sedan,,,,,11
28,03/26/2022,1900-01-01 01:31:00,MANHATTAN,10019.0,40.764626,-73.99555,"(40.764626, -73.99555)",WEST 48 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4513487,Sedan,Station Wagon/Sport Utility Vehicle,,,,1
29,03/25/2022,1900-01-01 17:06:00,MANHATTAN,10022.0,40.762287,-73.97027,"(40.762287, -73.97027)",EAST 58 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514192,Sedan,,,,,17
30,03/26/2022,1900-01-01 10:17:00,MANHATTAN,10035.0,40.80114,-73.93769,"(40.80114, -73.93769)",EAST 121 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4514158,Sedan,Sedan,,,,10
31,03/26/2022,1900-01-01 22:00:00,MANHATTAN,10002.0,40.718174,-73.98704,"(40.718174, -73.98704)",,,138       DELANCEY STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4513778,Sedan,Sedan,Taxi,,,22
32,03/17/2022,1900-01-01 14:50:00,MANHATTAN,10023.0,40.76974,-73.982124,"(40.76974, -73.982124)",BROADWAY,WEST 61 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4514300,Bus,Sedan,,,,14
33,03/26/2022,1900-01-01 03:26:00,MANHATTAN,10014.0,40.731125,-74.004234,"(40.731125, -74.004234)",7 AVENUE SOUTH,MORTON STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4514117,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,3
34,03/26/2022,1900-01-01 17:45:00,MANHATTAN,10030.0,40.815205,-73.947495,"(40.815205, -73.947495)",WEST 133 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514089,USPCS,Pick-up Truck,,,,17
35,03/25/2022,1900-01-01 08:30:00,MANHATTAN,10002.0,40.709206,-73.99607,"(40.709206, -73.99607)",CATHERINE SLIP,SOUTH STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514272,Sedan,,,,,8
36,03/26/2022,1900-01-01 00:10:00,MANHATTAN,10009.0,40.723507,-73.98541,"(40.723507, -73.98541)",,,37        AVENUE A,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4513660,Sedan,Sedan,,,,0
37,03/25/2022,1900-01-01 10:57:00,MANHATTAN,10128.0,40.779495,-73.9535,"(40.779495, -73.9535)",EAST 87 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4514197,Station Wagon/Sport Utility Vehicle,,,,,10
38,03/25/2022,1900-01-01 08:21:00,MANHATTAN,10035.0,40.80142,-73.93446,"(40.80142, -73.93446)",2 AVENUE,EAST 123 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514153,Sedan,Bus,,,,8
39,03/26/2022,1900-01-01 01:39:00,MANHATTAN,10019.0,40.766144,-73.99724,"(40.766144, -73.99724)",WEST 49 STREET,12 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4513489,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1
40,02/14/2022,1900-01-01 16:00:00,MANHATTAN,10023.0,40.77178,-73.9792,"(40.77178, -73.9792)",WEST 65 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4504653,,,,,,16
41,02/19/2022,1900-01-01 21:35:00,MANHATTAN,10016.0,40.747078,-73.981346,"(40.747078, -73.981346)",EAST 34 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4504230,Sedan,Taxi,,,,21
42,03/23/2022,1900-01-01 23:59:00,MANHATTAN,10024.0,,,,WEST 82 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4514305,Taxi,,,,,23
43,03/26/2022,1900-01-01 20:15:00,MANHATTAN,10027.0,,,,,,32        MOUNT MORRIS PARK WEST,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,4514159,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,20
44,03/26/2022,1900-01-01 01:42:00,MANHATTAN,10011.0,40.73736,-73.99685,"(40.73736, -73.99685)",AVENUE OF THE AMERICAS,WEST 14 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4513734,Sedan,Pick-up Truck,,,,1
45,02/19/2022,1900-01-01 01:28:00,MANHATTAN,10013.0,40.720375,-74.003265,"(40.720375, -74.003265)",CANAL STREET,GREENE STREET,,2,0,0,0,0,0,2,0,Illnes,Unspecified,,,,4503942,Station Wagon/Sport Utility Vehicle,Sedan,,,,1
46,03/09/2022,1900-01-01 17:20:00,MANHATTAN,10029.0,,,,EAST 116 STREET,LEXINGTON AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4514548,,,,,,17
47,03/27/2022,1900-01-01 00:00:00,MANHATTAN,10016.0,40.746403,-73.97973,"(40.746403, -73.97973)",LEXINGTON AVENUE,EAST 34 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4513631,Station Wagon/Sport Utility Vehicle,Sedan,,,,0
48,03/27/2022,1900-01-01 14:42:00,MANHATTAN,10021.0,40.768795,-73.958374,"(40.768795, -73.958374)",2 AVENUE,EAST 72 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4513979,Sedan,Bike,,,,14
49,03/27/2022,1900-01-01 05:00:00,MANHATTAN,10035.0,40.80549,-73.937965,"(40.80549, -73.937965)",,,107       EAST 126 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4514169,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,5
50,03/24/2022,1900-01-01 12:20:00,MANHATTAN,10012.0,40.72101,-73.994,"(40.72101, -73.994)",,,2         SPRING STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4514434,Box Truck,Station Wagon/Sport Utility Vehicle,,,,12
51,03/27/2022,1900-01-01 12:40:00,MANHATTAN,10036.0,40.75979,-73.98793,"(40.75979, -73.98793)",WEST 46 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4514069,Station Wagon/Sport Utility Vehicle,Sedan,,,,12
52,03/27/2022,1900-01-01 22:25:00,MANHATTAN,10002.0,40.718792,-73.98902,"(40.718792, -73.98902)",DELANCEY STREET,LUDLOW STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4514225,Station Wagon/Sport Utility Vehicle,Bike,,,,22
53,03/21/2022,1900-01-01 13:30:00,MANHATTAN,10001.0,40.749638,-73.99905,"(40.749638, -73.99905)",WEST 28 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4514509,Station Wagon/Sport Utility Vehicle,Bike,,,,13
54,03/27/2022,1900-01-01 19:20:00,MANHATTAN,10065.0,40.762486,-73.96298,"(40.762486, -73.96298)",EAST 62 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513980,Sedan,Sedan,,,,19
55,03/24/2022,1900-01-01 16:45:00,MANHATTAN,10034.0,40.86446,-73.91895,"(40.86446, -73.91895)",WEST 207 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4514487,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,16
56,03/27/2022,1900-01-01 08:30:00,MANHATTAN,10029.0,40.786556,-73.946594,"(40.786556, -73.946594)",,,216       EAST 99 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4513852,Sedan,Station Wagon/Sport Utility Vehicle,,,,8
57,03/27/2022,1900-01-01 05:33:00,MANHATTAN,10128.0,40.784615,-73.953964,"(40.784615, -73.953964)",EAST 93 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4514665,Sedan,,,,,5
58,03/27/2022,1900-01-01 14:00:00,MANHATTAN,10002.0,40.717968,-73.979774,"(40.717968, -73.979774)",,,72        COLUMBIA STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4514224,Dump,Sedan,,,,14
59,03/27/2022,1900-01-01 06:53:00,MANHATTAN,10032.0,40.841393,-73.936844,"(40.841393, -73.936844)",,,518       WEST 170 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513715,Sedan,Sedan,,,,6
60,03/21/2022,1900-01-01 07:25:00,MANHATTAN,10034.0,40.865795,-73.920006,"(40.865795, -73.920006)",SHERMAN AVENUE,WEST 207 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4514484,Garbage or Refuse,Sedan,,,,7
61,03/27/2022,1900-01-01 15:00:00,MANHATTAN,10018.0,40.754093,-73.99209,"(40.754093, -73.99209)",WEST 37 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4514268,E-Bike,,,,,15
62,03/27/2022,1900-01-01 02:55:00,MANHATTAN,10034.0,40.867012,-73.92312,"(40.867012, -73.92312)",BROADWAY,WEST 204 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4513917,Sedan,Sedan,Sedan,,,2
63,03/27/2022,1900-01-01 17:40:00,MANHATTAN,10019.0,40.76593,-73.99088,"(40.76593, -73.99088)",10 AVENUE,WEST 52 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,,,,,4514409,Taxi,,,,,17
64,03/27/2022,1900-01-01 15:29:00,MANHATTAN,10002.0,40.71521,-73.98427,"(40.71521, -73.98427)",GRAND STREET,PITT STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4513868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15
65,03/27/2022,1900-01-01 12:34:00,MANHATTAN,10037.0,40.81779,-73.93597,"(40.81779, -73.93597)",WEST 142 STREET,CHISUM PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514095,Station Wagon/Sport Utility Vehicle,,,,,12
66,03/27/2022,1900-01-01 22:00:00,MANHATTAN,10035.0,40.79856,-73.93547,"(40.79856, -73.93547)",,,307       EAST 119 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4514174,Station Wagon/Sport Utility Vehicle,,,,,22
67,03/27/2022,1900-01-01 01:25:00,MANHATTAN,10036.0,40.75671,-73.986465,"(40.75671, -73.986465)",7 AVENUE,WEST 43 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513706,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,1
68,03/27/2022,1900-01-01 09:20:00,MANHATTAN,10033.0,40.847412,-73.93331,"(40.847412, -73.93331)",WEST 179 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4513919,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,9
69,03/11/2022,1900-01-01 10:01:00,MANHATTAN,10027.0,40.809864,-73.951416,"(40.809864, -73.951416)",,,2319      8 AVENUE,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,,,,4514521,Sedan,Garbage or Refuse,,,,10
70,02/19/2022,1900-01-01 12:43:00,MANHATTAN,10065.0,40.767967,-73.96822,"(40.767967, -73.96822)",MADISON AVENUE,EAST 66 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4504363,Station Wagon/Sport Utility Vehicle,Taxi,Bulk Agriculture,,,12
71,03/22/2022,1900-01-01 16:00:00,MANHATTAN,10035.0,40.803387,-73.93604,"(40.803387, -73.93604)",,,2293      3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514452,Sedan,Box Truck,,,,16
72,03/27/2022,1900-01-01 12:15:00,MANHATTAN,10019.0,40.767918,-73.985725,"(40.767918, -73.985725)",WEST 57 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4513796,Sedan,Bike,,,,12
73,03/27/2022,1900-01-01 13:20:00,MANHATTAN,10036.0,40.757477,-73.982185,"(40.757477, -73.982185)",,,1180      AVENUE OF THE AMERICAS,0,0,0,0,0,0,0,0,Unspecified,,,,,4514184,Sedan,,,,,13
74,03/27/2022,1900-01-01 09:15:00,MANHATTAN,10036.0,40.754,-73.98211,"(40.754, -73.98211)",,,33        WEST 42 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4513750,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,9
75,03/27/2022,1900-01-01 15:19:00,MANHATTAN,10035.0,40.799503,-73.93771,"(40.799503, -73.93771)",,,234       EAST 119 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4514173,Sedan,,,,,15
76,03/20/2022,1900-01-01 09:50:00,MANHATTAN,10002.0,40.714146,-73.99744,"(40.714146, -73.99744)",,,1         BOWERY,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4514545,Station Wagon/Sport Utility Vehicle,Sedan,,,,9
77,03/21/2022,1900-01-01 07:05:00,MANHATTAN,10034.0,40.865047,-73.9242,"(40.865047, -73.9242)",,,618       ACADEMY STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4514482,Station Wagon/Sport Utility Vehicle,,,,,7
78,03/27/2022,1900-01-01 04:15:00,MANHATTAN,10036.0,40.763084,-73.99298,"(40.763084, -73.99298)",,,689       10 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4513713,Sedan,,,,,4
79,03/21/2022,1900-01-01 11:50:00,MANHATTAN,10011.0,,,,,,99        TENTH AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4514566,Taxi,Sedan,,,,11
80,03/27/2022,1900-01-01 00:27:00,MANHATTAN,10003.0,40.73042,-73.98926,"(40.73042, -73.98926)",,,39        3 AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,4513662,Bus,Taxi,,,,0
81,03/27/2022,1900-01-01 12:30:00,MANHATTAN,10036.0,40.75979,-73.98793,"(40.75979, -73.98793)",8 AVENUE,WEST 46 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514071,Sedan,,,,,12
82,04/21/2022,1900-01-01 02:43:00,MANHATTAN,10032.0,40.83928,-73.93986,"(40.83928, -73.93986)",,,1112      SAINT NICHOLAS AVENUE,1,0,0,0,1,0,0,0,Following Too Closely,,,,,4522117,Bike,,,,,2
83,04/24/2022,1900-01-01 16:40:00,MANHATTAN,10001.0,40.74782,-73.99665,"(40.74782, -73.99665)",8 AVENUE,WEST 27 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4521551,Bike,Sedan,,,,16
84,04/24/2022,1900-01-01 19:00:00,MANHATTAN,10012.0,0.0,0.0,"(0.0, 0.0)",,,113       MAC DOUGAL STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4521980,Van,,,,,19
85,04/24/2022,1900-01-01 15:36:00,MANHATTAN,10016.0,40.747295,-73.97405,"(40.747295, -73.97405)",2 AVENUE,EAST 38 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4521657,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15
86,04/15/2022,1900-01-01 12:48:00,MANHATTAN,10027.0,40.80824,-73.95259,"(40.80824, -73.95259)",WEST 122 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4522241,Station Wagon/Sport Utility Vehicle,,,,,12
87,02/19/2022,1900-01-01 20:15:00,MANHATTAN,10011.0,40.742653,-73.998055,"(40.742653, -73.998055)",,,180       WEST 20 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4504023,Station Wagon/Sport Utility Vehicle,SANITATION,,,,20
88,02/03/2022,1900-01-01 18:51:00,MANHATTAN,10036.0,40.763428,-73.99271,"(40.763428, -73.99271)",WEST 48 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4504654,Sedan,Bike,,,,18
89,02/19/2022,1900-01-01 12:00:00,MANHATTAN,10039.0,40.826046,-73.93777,"(40.826046, -73.93777)",,,231       WEST 151 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4504392,Sedan,,,,,12
90,02/19/2022,1900-01-01 14:00:00,MANHATTAN,10035.0,40.80261,-73.94469,"(40.80261, -73.94469)",,,1481      5 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4504455,Sedan,,,,,14
91,04/14/2022,1900-01-01 13:00:00,MANHATTAN,10011.0,40.731544,-73.9992,"(40.731544, -73.9992)",,,33        WASHINGTON SQUARE WEST,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4522187,Sedan,,,,,13
92,04/24/2022,1900-01-01 03:49:00,MANHATTAN,10128.0,0.0,0.0,"(0.0, 0.0)",,,1711      2 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4521743,Station Wagon/Sport Utility Vehicle,,,,,3
93,04/16/2022,1900-01-01 23:48:00,MANHATTAN,10026.0,40.80333,-73.94873,"(40.80333, -73.94873)",LENOX AVENUE,WEST 118 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4522247,Sedan,Sedan,,,,23
94,03/28/2022,1900-01-01 15:19:00,MANHATTAN,10013.0,40.72065,-74.012115,"(40.72065, -74.012115)",,,233       WEST STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514397,Station Wagon/Sport Utility Vehicle,Box Truck,,,,15
95,03/28/2022,1900-01-01 08:12:00,MANHATTAN,10065.0,40.766556,-73.96294,"(40.766556, -73.96294)",3 AVENUE,EAST 67 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4514468,Box Truck,Box Truck,,,,8
96,03/28/2022,1900-01-01 11:55:00,MANHATTAN,10016.0,40.744778,-73.97589,"(40.744778, -73.97589)",EAST 34 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4514275,Station Wagon/Sport Utility Vehicle,,,,,11
97,03/22/2022,1900-01-01 20:58:00,MANHATTAN,10028.0,40.7791,-73.95463,"(40.7791, -73.95463)",,,179       EAST 86 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4514879,Station Wagon/Sport Utility Vehicle,Ambulance,,,,20
98,03/26/2022,1900-01-01 01:24:00,MANHATTAN,10003.0,40.739674,-73.99095,"(40.739674, -73.99095)",EAST 20 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4514750,Sedan,Sedan,,,,1
