,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,hour
10448,11/08/2022,1900-01-01 12:00:00,MANHATTAN,10280.0,40.710747,-74.016136,"(40.710747, -74.016136)",,,345       SOUTH END AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4582188,Station Wagon/Sport Utility Vehicle,,,,,12
10449,11/14/2022,1900-01-01 22:00:00,MANHATTAN,10027.0,40.80641,-73.9502,"(40.80641, -73.9502)",7 AVENUE,WEST 121 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4582358,Sedan,,,,,22
10450,11/15/2022,1900-01-01 02:30:00,MANHATTAN,10023.0,40.771088,-73.98343,"(40.771088, -73.98343)",COLUMBUS AVENUE,WEST 62 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4581796,Station Wagon/Sport Utility Vehicle,,,,,2
10451,11/15/2022,1900-01-01 11:30:00,MANHATTAN,10036.0,40.764317,-73.99579,"(40.764317, -73.99579)",,,653       11 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4582370,Sedan,Box Truck,,,,11
10452,11/15/2022,1900-01-01 20:15:00,MANHATTAN,10016.0,40.744556,-73.983185,"(40.744556, -73.983185)",PARK AVENUE SOUTH,EAST 30 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4582107,Taxi,E-Bike,,,,20
10453,11/11/2022,1900-01-01 17:50:00,MANHATTAN,10028.0,40.778053,-73.95623,"(40.778053, -73.95623)",,,145       EAST 84 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582643,Sedan,Sedan,,,,17
10454,11/15/2022,1900-01-01 17:52:00,MANHATTAN,10035.0,40.80222,-73.93398,"(40.80222, -73.93398)",,,2419      2 AVENUE,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4582085,Station Wagon/Sport Utility Vehicle,,,,,17
10455,11/15/2022,1900-01-01 09:00:00,MANHATTAN,10024.0,40.78065,-73.976425,"(40.78065, -73.976425)",WEST 77 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582410,Tractor Truck Diesel,Sedan,,,,9
10456,11/10/2022,1900-01-01 15:31:00,MANHATTAN,10013.0,40.71574,-74.00169,"(40.71574, -74.00169)",CENTRE STREET,LEONARD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582658,Bus,Station Wagon/Sport Utility Vehicle,,,,15
10457,11/15/2022,1900-01-01 22:38:00,MANHATTAN,10032.0,40.83468,-73.944435,"(40.83468, -73.944435)",WEST 158 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582212,Sedan,Sedan,,,,22
10458,11/10/2022,1900-01-01 12:35:00,MANHATTAN,10031.0,40.818947,-73.95221,"(40.818947, -73.95221)",AMSTERDAM AVENUE,WEST 135 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4582517,Sedan,Station Wagon/Sport Utility Vehicle,,,,12
10459,11/15/2022,1900-01-01 11:00:00,MANHATTAN,10035.0,40.804874,-73.93343,"(40.804874, -73.93343)",,,2495      2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582077,Sedan,,,,,11
10460,11/15/2022,1900-01-01 05:30:00,MANHATTAN,10019.0,40.76305,-73.98929,"(40.76305, -73.98929)",,,725       9 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4581826,Tractor Truck Diesel,STREET SWE,,,,5
10461,11/14/2022,1900-01-01 06:37:00,MANHATTAN,10036.0,40.7615,-73.997826,"(40.7615, -73.997826)",11 AVENUE,WEST 43 STREET,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4582476,Tractor Truck Diesel,Garbage or Refuse,,,,6
10462,11/15/2022,1900-01-01 08:00:00,MANHATTAN,10011.0,40.741043,-73.99605,"(40.741043, -73.99605)",,,150       WEST 19 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582383,Van,,,,,8
10463,11/15/2022,1900-01-01 07:26:00,MANHATTAN,10029.0,40.79836,-73.94099,"(40.79836, -73.94099)",,,163       EAST 116 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582071,Pick-up Truck,Sedan,,,,7
10464,11/15/2022,1900-01-01 07:00:00,MANHATTAN,10038.0,40.71022,-74.00775,"(40.71022, -74.00775)",NASSAU STREET,FULTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582106,Van,Carry All,,,,7
10465,11/15/2022,1900-01-01 11:45:00,MANHATTAN,10019.0,40.770504,-73.991844,"(40.770504, -73.991844)",,,601       WEST 57 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4582058,Garbage or Refuse,Sedan,,,,11
10466,11/11/2022,1900-01-01 15:05:00,MANHATTAN,10028.0,40.780174,-73.95932,"(40.780174, -73.95932)",EAST 85 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582482,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15
10467,11/15/2022,1900-01-01 09:11:00,MANHATTAN,10013.0,40.716587,-74.008385,"(40.716587, -74.008385)",DUANE STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4582483,Sedan,,,,,9
10468,11/15/2022,1900-01-01 17:35:00,MANHATTAN,10035.0,40.804066,-73.93267,"(40.804066, -73.93267)",2 AVENUE,EAST 127 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4582084,Van,Sedan,,,,17
10469,11/15/2022,1900-01-01 19:36:00,MANHATTAN,10024.0,40.779476,-73.97358,"(40.779476, -73.97358)",CENTRAL PARK WEST,WEST 77 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4581997,Taxi,,,,,19
10470,11/09/2022,1900-01-01 17:32:00,MANHATTAN,10003.0,40.737556,-73.9862,"(40.737556, -73.9862)",,,85        IRVING PLACE,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4582385,FDNY FIRE,Station Wagon/Sport Utility Vehicle,,,,17
10471,11/15/2022,1900-01-01 00:00:00,MANHATTAN,10013.0,40.720436,-74.00671,"(40.720436, -74.00671)",VARICK STREET,BEACH STREET,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,4582049,Sedan,,,,,0
10472,11/15/2022,1900-01-01 15:00:00,MANHATTAN,10032.0,40.835308,-73.94398,"(40.835308, -73.94398)",BROADWAY,WEST 159 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4582215,Station Wagon/Sport Utility Vehicle,,,,,15
10473,11/15/2022,1900-01-01 00:00:00,MANHATTAN,10031.0,40.817596,-73.95319,"(40.817596, -73.95319)",WEST 133 STREET,AMSTERDAM AVENUE,,1,0,1,0,0,0,0,0,,,,,,4582557,,,,,,0
10474,11/15/2022,1900-01-01 15:00:00,MANHATTAN,10024.0,40.782463,-73.97883,"(40.782463, -73.97883)",AMSTERDAM AVENUE,WEST 78 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4582495,Sedan,Station Wagon/Sport Utility Vehicle,,,,15
10475,11/15/2022,1900-01-01 16:49:00,MANHATTAN,10035.0,40.798122,-73.93641,"(40.798122, -73.93641)",,,304       EAST 118 STREET,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,4582083,Sedan,Pick-up Truck,,,,16
10476,11/13/2022,1900-01-01 08:52:00,MANHATTAN,10036.0,40.760155,-73.9988,"(40.760155, -73.9988)",WEST 41 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4582466,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,8
10477,11/05/2022,1900-01-01 03:04:00,MANHATTAN,10003.0,40.736034,-73.9852,"(40.736034, -73.9852)",,,212       3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582386,Sedan,Garbage or Refuse,,,,3
10478,11/15/2022,1900-01-01 20:20:00,MANHATTAN,10029.0,40.79157,-73.94469,"(40.79157, -73.94469)",EAST 106 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4582055,Taxi,,,,,20
10479,11/15/2022,1900-01-01 17:06:00,MANHATTAN,10002.0,40.721466,-73.99026,"(40.721466, -73.99026)",,,184       ELDRIDGE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582034,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,17
10480,11/15/2022,1900-01-01 18:43:00,MANHATTAN,10031.0,40.8188,-73.956024,"(40.8188, -73.956024)",WEST 133 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4581994,Sedan,Sedan,,,,18
10481,11/15/2022,1900-01-01 19:33:00,MANHATTAN,10024.0,40.78202,-73.97173,"(40.78202, -73.97173)",WEST 81 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Unspecified,,,,,4582352,Taxi,,,,,19
10482,11/15/2022,1900-01-01 21:44:00,MANHATTAN,10023.0,40.778477,-73.98546,"(40.778477, -73.98546)",WEST END AVENUE,WEST 70 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4582378,Taxi,,,,,21
10483,11/15/2022,1900-01-01 08:30:00,MANHATTAN,10003.0,40.737797,-73.99013,"(40.737797, -73.99013)",BROADWAY,EAST 18 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4582089,Sedan,STREET SWE,,,,8
10484,11/14/2022,1900-01-01 08:32:00,MANHATTAN,10034.0,40.866062,-73.92251,"(40.866062, -73.92251)",WEST 204 STREET,VERMILYEA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582392,Sedan,,,,,8
10485,11/15/2022,1900-01-01 19:00:00,MANHATTAN,10013.0,40.71746,-74.00191,"(40.71746, -74.00191)",,,90        WHITE STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582659,Sedan,,,,,19
10486,11/15/2022,1900-01-01 18:10:00,MANHATTAN,10025.0,40.803627,-73.963394,"(40.803627, -73.963394)",AMSTERDAM AVENUE,WEST 111 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4582086,Sedan,,,,,18
10487,11/14/2022,1900-01-01 14:50:00,MANHATTAN,10025.0,40.793896,-73.967865,"(40.793896, -73.967865)",,,120       WEST 97 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582628,Station Wagon/Sport Utility Vehicle,Box Truck,,,,14
10488,11/15/2022,1900-01-01 15:20:00,MANHATTAN,10017.0,0.0,0.0,"(0.0, 0.0)",,,89        EAST 42 STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,4582488,Taxi,,,,,15
10489,09/13/2022,1900-01-01 20:14:00,MANHATTAN,10027.0,40.81144,-73.95211,"(40.81144, -73.95211)",SAINT NICHOLAS AVENUE,WEST 126 STREET,,1,0,0,0,0,0,0,0,Unspecified,,,,,4564407,E-Scooter,,,,,20
10490,10/27/2022,1900-01-01 13:04:00,MANHATTAN,10001.0,40.74765,-73.98666,"(40.74765, -73.98666)",,,39        WEST 32 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4577394,E-Scooter,,,,,13
10491,11/18/2022,1900-01-01 10:17:00,MANHATTAN,10128.0,40.783245,-73.94473,"(40.783245, -73.94473)",EAST 96 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4583275,Station Wagon/Sport Utility Vehicle,Taxi,,,,10
10492,11/16/2022,1900-01-01 10:00:00,MANHATTAN,10025.0,40.802925,-73.96758,"(40.802925, -73.96758)",BROADWAY,WEST 108 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4583251,Sedan,,,,,10
10493,11/18/2022,1900-01-01 09:45:00,MANHATTAN,10019.0,40.768837,-73.98582,"(40.768837, -73.98582)",,,408       WEST 58 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582707,Station Wagon/Sport Utility Vehicle,HORSE CARR,,,,9
10494,11/17/2022,1900-01-01 01:01:00,MANHATTAN,10128.0,40.77981,-73.95035,"(40.77981, -73.95035)",2 AVENUE,EAST 89 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4582340,Sedan,,,,,1
10495,11/10/2022,1900-01-01 18:50:00,MANHATTAN,10033.0,40.847412,-73.93331,"(40.847412, -73.93331)",AUDUBON AVENUE,WEST 179 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4583103,Sedan,,,,,18
10496,11/18/2022,1900-01-01 12:43:00,MANHATTAN,10022.0,40.757122,-73.97192,"(40.757122, -73.97192)",LEXINGTON AVENUE,EAST 51 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4582731,Sedan,,,,,12
10497,11/16/2022,1900-01-01 16:48:00,MANHATTAN,10023.0,40.774593,-73.98084,"(40.774593, -73.98084)",,,171       COLUMBUS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4582493,Station Wagon/Sport Utility Vehicle,Box Truck,,,,16
10498,11/17/2022,1900-01-01 12:25:00,MANHATTAN,10025.0,40.79395,-73.97417,"(40.79395, -73.97417)",WEST 94 STREET,WEST END AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Passing Too Closely,,,,4582619,Sedan,AMBULANCE,,,,12
10499,11/16/2022,1900-01-01 19:30:00,MANHATTAN,10039.0,40.822147,-73.94027,"(40.822147, -73.94027)",,,235       WEST 145 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582695,Taxi,,,,,19
10500,11/15/2022,1900-01-01 16:00:00,MANHATTAN,10035.0,40.797718,-73.933464,"(40.797718, -73.933464)",,,413       EAST 119 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582722,Sedan,,,,,16
10501,11/12/2022,1900-01-01 18:50:00,MANHATTAN,10013.0,40.72369,-74.00543,"(40.72369, -74.00543)",,,54        WATTS STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582667,Sedan,,,,,18
10502,11/15/2022,1900-01-01 10:35:00,MANHATTAN,10033.0,40.851257,-73.935196,"(40.851257, -73.935196)",,,4295      BROADWAY,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4583097,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,10
10503,11/17/2022,1900-01-01 11:54:00,MANHATTAN,10001.0,40.747852,-73.99291,"(40.747852, -73.99291)",7 AVENUE,WEST 29 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4582484,Van,,,,,11
10504,11/18/2022,1900-01-01 00:00:00,MANHATTAN,10026.0,40.80202,-73.94969,"(40.80202, -73.94969)",WEST 116 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4582699,Station Wagon/Sport Utility Vehicle,Sedan,,,,0
10505,11/04/2022,1900-01-01 09:00:00,MANHATTAN,10002.0,40.718723,-73.99064,"(40.718723, -73.99064)",,,99        ALLEN STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582671,Bus,Sedan,,,,9
10506,11/16/2022,1900-01-01 16:12:00,MANHATTAN,10025.0,40.79465,-73.97179,"(40.79465, -73.97179)",BROADWAY,WEST 96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4582627,Station Wagon/Sport Utility Vehicle,Sedan,,,,16
10507,11/18/2022,1900-01-01 22:55:00,MANHATTAN,10028.0,40.77529,-73.953636,"(40.77529, -73.953636)",2 AVENUE,EAST 82 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4583283,Station Wagon/Sport Utility Vehicle,Taxi,,,,22
10508,11/12/2022,1900-01-01 00:59:00,MANHATTAN,10012.0,40.72032,-73.99405,"(40.72032, -73.99405)",BOWERY,DELANCEY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582676,Sedan,Station Wagon/Sport Utility Vehicle,,,,0
10509,11/18/2022,1900-01-01 05:18:00,MANHATTAN,10006.0,40.707756,-74.01565,"(40.707756, -74.01565)",WEST STREET,WARD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582666,Sedan,,,,,5
10510,11/11/2022,1900-01-01 21:53:00,MANHATTAN,10065.0,40.76185,-73.96149,"(40.76185, -73.96149)",,,350       EAST 62 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4582755,Ambulance,Sedan,,,,21
10511,11/16/2022,1900-01-01 09:50:00,MANHATTAN,10027.0,40.808002,-73.963905,"(40.808002, -73.963905)",WEST 116 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4582513,Station Wagon/Sport Utility Vehicle,,,,,9
10512,11/16/2022,1900-01-01 15:20:00,MANHATTAN,10069.0,40.776134,-73.98962,"(40.776134, -73.98962)",RIVERSIDE BOULEVARD,WEST 65 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4582703,E-Scooter,Bike,,,,15
10513,11/16/2022,1900-01-01 12:25:00,MANHATTAN,10003.0,40.735157,-73.987526,"(40.735157, -73.987526)",,,126       EAST 16 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4583152,NYS Ambula,Sedan,,,,12
10514,11/16/2022,1900-01-01 01:52:00,MANHATTAN,10002.0,40.72036,-73.988205,"(40.72036, -73.988205)",,,136       LUDLOW STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4582153,Sedan,Sedan,,,,1
10515,11/16/2022,1900-01-01 19:52:00,MANHATTAN,10065.0,40.766556,-73.96294,"(40.766556, -73.96294)",3 AVENUE,EAST 67 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4582338,Taxi,Motorcycle,,,,19
10516,11/16/2022,1900-01-01 20:01:00,MANHATTAN,10025.0,40.797367,-73.96053,"(40.797367, -73.96053)",WEST 105 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4582620,Sedan,,,,,20
10517,11/16/2022,1900-01-01 18:45:00,MANHATTAN,10002.0,40.718143,-73.993835,"(40.718143, -73.993835)",CHRYSTIE STREET,GRAND STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4582656,Sedan,Bike,,,,18
10518,11/18/2022,1900-01-01 13:50:00,MANHATTAN,10026.0,40.80133,-73.950195,"(40.80133, -73.950195)",LENOX AVENUE,WEST 115 STREET,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Aggressive Driving/Road Rage,,,,4583232,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,13
10519,11/09/2022,1900-01-01 16:40:00,MANHATTAN,10027.0,40.811653,-73.95064,"(40.811653, -73.95064)",,,311       WEST 127 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582691,Sedan,Sedan,,,,16
10520,11/17/2022,1900-01-01 22:48:00,MANHATTAN,10001.0,40.745422,-73.990974,"(40.745422, -73.990974)",WEST 27 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4583059,Sedan,Tractor Truck Gasoline,,,,22
10521,11/17/2022,1900-01-01 19:33:00,MANHATTAN,10035.0,40.80275,-73.93358,"(40.80275, -73.93358)",EAST 125 STREET,2 AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4582723,Sedan,,,,,19
10522,11/04/2022,1900-01-01 17:45:00,MANHATTAN,10016.0,40.74485,-73.98299,"(40.74485, -73.98299)",,,450       PARK AVENUE SOUTH,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4583196,Sedan,Bike,,,,17
10523,11/18/2022,1900-01-01 23:41:00,MANHATTAN,10003.0,40.739086,-73.99139,"(40.739086, -73.99139)",WEST 19 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4583050,LIMO,Station Wagon/Sport Utility Vehicle,,,,23
10524,11/17/2022,1900-01-01 21:30:00,MANHATTAN,10002.0,40.717724,-73.98577,"(40.717724, -73.98577)",WILLIAMSBURG BRIDGE,CLINTON STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4582717,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,21
10525,11/16/2022,1900-01-01 16:37:00,MANHATTAN,10019.0,,,,54 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4582235,Bus,Station Wagon/Sport Utility Vehicle,,,,16
10526,11/18/2022,1900-01-01 09:20:00,MANHATTAN,10012.0,40.724136,-73.992615,"(40.724136, -73.992615)",EAST HOUSTON STREET,BOWERY,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4583307,Dump,Sedan,,,,9
10527,11/16/2022,1900-01-01 03:00:00,MANHATTAN,10002.0,40.717724,-73.98577,"(40.717724, -73.98577)",WILLIAMSBURG BRIDGE,CLINTON STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4582154,Sedan,,,,,3
10528,11/17/2022,1900-01-01 11:50:00,MANHATTAN,10013.0,40.719643,-74.00226,"(40.719643, -74.00226)",,,300       CANAL STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582665,Sedan,,,,,11
10529,11/16/2022,1900-01-01 08:25:00,MANHATTAN,10027.0,40.819374,-73.95933,"(40.819374, -73.95933)",12 AVENUE,WEST 132 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4583176,Sedan,Taxi,,,,8
10530,11/17/2022,1900-01-01 18:30:00,MANHATTAN,10065.0,40.764362,-73.96162,"(40.764362, -73.96162)",EAST 65 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4582632,Sedan,Sedan,,,,18
10531,11/16/2022,1900-01-01 18:31:00,MANHATTAN,10027.0,40.8179,-73.957756,"(40.8179, -73.957756)",,,615       WEST 131 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4582511,Station Wagon/Sport Utility Vehicle,,,,,18
10532,11/17/2022,1900-01-01 11:24:00,MANHATTAN,10065.0,40.76661,-73.965,"(40.76661, -73.965)",EAST 66 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4583289,Box Truck,Bike,,,,11
10533,11/08/2022,1900-01-01 21:00:00,MANHATTAN,10019.0,40.763626,-73.9796,"(40.763626, -73.9796)",,,140       WEST 55 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4582724,Bus,Fire truck,,,,21
10534,11/18/2022,1900-01-01 16:45:00,MANHATTAN,10019.0,40.767017,-73.979454,"(40.767017, -73.979454)",,,200       CENTRAL PARK SOUTH,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4582844,Sedan,Bike,,,,16
10535,11/17/2022,1900-01-01 13:11:00,MANHATTAN,10065.0,40.765358,-73.965904,"(40.765358, -73.965904)",LEXINGTON AVENUE,EAST 64 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582677,Sedan,Bus,,,,13
10536,11/11/2022,1900-01-01 15:00:00,MANHATTAN,10016.0,0.0,0.0,"(0.0, 0.0)",,,331       EAST 38 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4583094,Sedan,,,,,15
10537,11/16/2022,1900-01-01 15:18:00,MANHATTAN,10016.0,40.747295,-73.97405,"(40.747295, -73.97405)",EAST 38 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4582729,Station Wagon/Sport Utility Vehicle,E-Bike,,,,15
10538,11/16/2022,1900-01-01 13:15:00,MANHATTAN,10028.0,40.775562,-73.95035,"(40.775562, -73.95035)",1 AVENUE,EAST 84 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4582337,Station Wagon/Sport Utility Vehicle,Sedan,Box Truck,,,13
10539,11/16/2022,1900-01-01 17:10:00,MANHATTAN,10034.0,40.864876,-73.91944,"(40.864876, -73.91944)",,,510       WEST 207 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4582435,Van,,,,,17
10540,11/17/2022,1900-01-01 17:18:00,MANHATTAN,10022.0,40.759983,-73.964806,"(40.759983, -73.964806)",EAST 58 STREET,2 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4582614,Pick-up Truck,,,,,17
10541,11/04/2022,1900-01-01 02:28:00,MANHATTAN,10022.0,40.75887,-73.96428,"(40.75887, -73.96428)",,,322       EAST 57 STREET,1,0,0,0,0,0,1,0,Turning Improperly,Driver Inattention/Distraction,,,,4583106,Sedan,Box Truck,,,,2
10542,11/17/2022,1900-01-01 08:00:00,MANHATTAN,10022.0,40.759617,-73.961975,"(40.759617, -73.961975)",EAST 59 STREET,1 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4582443,Taxi,,,,,8
10543,11/16/2022,1900-01-01 06:15:00,MANHATTAN,10025.0,,,,,,850       COLUMBUS AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4582617,Taxi,Bus,,,,6
10544,11/05/2022,1900-01-01 12:17:00,MANHATTAN,10002.0,40.709206,-73.99607,"(40.709206, -73.99607)",CATHERINE SLIP,SOUTH STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4582673,Sedan,PK,,,,12
10545,11/18/2022,1900-01-01 00:09:00,MANHATTAN,10038.0,40.71075,-74.00068,"(40.71075, -74.00068)",,,374       PEARL STREET,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4582661,Sedan,,,,,0
10546,11/17/2022,1900-01-01 02:45:00,MANHATTAN,10010.0,40.741356,-73.989136,"(40.741356, -73.989136)",EAST 23 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4582384,Taxi,Sedan,,,,2
